content	passageId	label	propertyName	propertyId	propertyDescription
Southampton was rated having the best tasting tap water in the country in 2008 by the National Rural Water Association.	8108:449:568	0	PLACE_OF_RESIDENCE	11	Describes the relationship between a person and the location where she/he lives/lived.
It served as a discreet place of incarceration for Queen Maria as her descent into madness continued in the years following Dom Pedro's death in 1786.	24763:448:598	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Christine spent much of her childhood helping her father with the family business, Karl's Bakery.	11033:1161:1258	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In 2010 his daughter Christine, moved back from Switzerland after completing her training to continue the tradition her father had started.	11033:821:960	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
In 1565, Catherine returned to Austria and lived in Linz until her death.	15680:579:652	0	DATE_OF_DEATH	14	Describes the date of death of a person.
Larry Floyd Stahl (June 29, 1941 in Belleville, Illinois), is a retired professional baseball player who played outfielder in the Major Leagues from 1964-1973.	21945:13:172	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
He broke into the big leagues on September 11, 1964, going 0-1 as a pinch-hitter against Wally Bunker in a 5-2 Kansas City loss to the Baltimore Orioles in Memorial Stadium.	21945:336:509	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
During the return journey, Bullimore met with each member of the boat's crew to thank them for saving his life.	17903:1315:1426	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
He had married Ragnhild Mørch in Borge in 1940, and they lived in Farsund.	28594:333:407	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
He was born in Farsund as a son of Tharald Brøvig, Sr. and Cecilie Catharina, née Hoff.	28594:135:222	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
He entered Drexel University in Philadelphia, Pennsylvania as a Tenured Full Professor and Head of the Department of Materials Science and Engineering.	10096:656:807	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
In 2009, the Taylor family of companies adopted the Enterprise Holdings name as the parent company of Alamo Rent A Car, Enterprise Rent-A-Car and National Car Rental.	20099:1483:1649	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Wollstra Health is a subsidiary of Wollstra Technology (technology solution company based in Denver, CO).	17733:878:983	0	SUBSIDIARY_OF	1	Describes the relationship between a parent company and one of its subsidiaries.
Jiří is an inspiring teacher and chamber music coach and is a faculty member at the International Music Academy, Pilsen.	2303:1460:1580	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
At the time of his death from heart failure at 63, Crandall lived on his boat in Redondo Beach, California.	8837:1373:1480	0	DATE_OF_DEATH	14	Describes the date of death of a person.
In New York, Crandall did voice-over commercials for many national clients.	8837:852:927	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Brad Crandall (August 6, 1927 - March 14, 1991), born Robert Lee Bradley, in Herington, Kansas, was an American radio personality, voice-over announcer and film narrator, best known for his radio telephone show on WNBC in New York City, from March 1964 to September 1971.	8837:15:286	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
After moving his family to Los Angeles in the 1970s, he did on-camera narrations for popular documentaries produced by Sunn Classic Pictures, including In Search of Noah's Ark (1976), The Lincoln Conspiracy (1977), Beyond and Back (1978) and The Bermuda Triangle.	8837:1109:1372	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
From 2004 to 2009, she was a Member of the European Parliament (MEP) with Fidesz, part of the European People's Party.	30022:117:235	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Norton & Stockton Ancients Football Club were an English football club based in Norton, Stockton-on-Tees, England.	15974:33:147	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
John Dennis Concannon (16 May 1930 – 14 December 2003), known as Don Concannon, was a British Labour Party politician.	16219:15:133	0	POLITICAL_AFFILIATION	45	Describes the relationship between a person and her/his political affiliation.
Jobs is a 2013 American biographical film inspired by the life of Steve Jobs, from 1974 while a student at Reed College to the introduction of the iPod in 2001.	5029:13:173	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Steve Jobs is portrayed by Ashton Kutcher, with Josh Gad as Apple Computer's (now Apple Inc.) co-founder Steve Wozniak.	5029:278:397	0	CEO	4	Describes the relationship between an organization and its CEO.
Populous is a computer game designed by Peter Molyneux for Bullfrog, released originally for the Amiga in 1989, and is regarded by many as the first god game.	5314:10:168	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
He later joined the faculty at Cambridge, where he conducted his research at Cavendish and became a Fellow and Director of Studies in Natural Sciences at Pembroke College, Cambridge.	28121:652:834	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
They were originally based in Orlando, Florida and began play as the Orlando Aces in the Florida Division of the Blue Conference in the 2006-2007 season.	11871:115:268	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
"The top level, originally known as ""Division I-A"" and officially changed to the ""Football Bowl Subdivision"" in 2006, includes teams that play in bowl games."	18368:216:372	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Habibah binte Ubayd-Allah () is the daughter of Ubayd-Allah ibn Jahsh and Ramlah binte Abi-Sufyan.	15694:27:125	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
After her parents got divorced, due to his father abandoning Islam for Christianity, her mother married Muhammad.	15694:259:372	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Debbie leaves behind her husband John Ruff; her daughter Brenda Knowlton (Paul) of Two Brooks; her sons John Ruff Jr. (Annika) of Sweden, Kevin Ruff (Rebecca) of Two Brooks; her sister Leah Foster (David) of Plaster Rock; her half-sister Carol St. Peter (David) of Oxbow; brothers Dennis Jenkins of Three Brooks and Rodney Jenkins (Lisa) of Enterprise; eight grandchildren and three great grandchildren.	30216:280:683	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Toth founded several ballet schools throughout her career beginning with New England Ballet where she specialized her instruction using the Bournonville method.	5151:1207:1367	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Edra Toth came to the United States in 1956 as a Hungarian refugee and grew up in Boston, MA.	5151:148:241	0	PLACE_OF_BIRTH	12	Describes the relationship between a person and the location where she/he was born.
Toth resides in New Hampshire and teaches ballet students as well as directs and choreographs ballets for the Northeastern Ballet Theatre.	5151:1464:1602	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
After she left Boston Ballet, Toth danced with the Boston Repertory Ballet founded by Samuel Kurkjian.	5151:1104:1206	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
Edra Toth (born September 18, 1952) is a Hungarian-American ballet dancer who studied under E. Virginia Williams with the Boston Ballet.	5151:11:147	0	DATE_OF_BIRTH	15	Describes the date of birth of a person.
PopCap Games, Inc. is an American video game developer based in Seattle.	19711:14:86	0	HEADQUARTERS	6	Describes the specific location where an organization's headquarters is or has been situated.
Tristan is the son of social anthropologist Rodney Needham of Oxford, England.	14130:113:191	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
He attended the Dragon School where his classmates included Hugh Laurie and Stephen Wolfram.	14130:192:284	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
He is the oldest son of actor-comedian Damon Wayans and nephew of Keenen Ivory Wayans, Shawn Wayans, Kim Wayans and Marlon Wayans.	16324:356:486	0	CHILD_OF	34	Describes the relationship between a person and his/her parent.
Gumbel then moved to France, where he taught in Paris and Lyon, and then to the United States in 1940.	5323:920:1022	0	EDUCATED_AT	9	Describes the relationship between a person and the institution where she/he studied.
He was Professor of Mathematical Statistics at the University of Heidelberg.	5323:257:333	0	EMPLOYEE_OR_MEMBER_OF	3	Describes the previous/current employer of a person.
