propertyId,propertyName,propertyDescription,content,label
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"William Eldridge (Bucky) Brooks, Jr. (born January 22, 1971) is a sportswriter covering the National Football League for Sports Illustrated and a former professional football player.",3
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,He is member of the Board of Trustees of the New Bulgarian University and Director and Treasurer of the British charity Friends of Bulgaria.,12
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"Lester Lancaster (born April 21, 1962 in Dallas, Texas), is a former professional baseball player who pitched in the Major Leagues from 1987–1993 and later managed in the minor leagues.",10
4,CEO,Describes the relationship between an organization and its CEO.,"BTC is led by Mr. Leonard Tharpe, President and Chief Executive Officer.",0
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"He was a member of the Pennsylvania State House of Representatives from 1905 to 1907, 1911, and 1913.",12
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Christopher Morris (born 28 March 1938) is a British news presenter, journalist and author.",3
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"I grew up in Northridge California, then about 1975 moved to Georgia where I learned to groom approximately 35 years ago, I worked in various places around town then finally settled in at Critter Country where I worked the last 17 years, when they closed I decided to open Tailwaggers.My staff and I have worked together for many years and we are excited about the new adventure.",10
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Robert Morris Montgomery (May 12, 1849 - June 27, 1920) was a Justice of the Michigan Supreme Court, and a judge of the United States Court of Customs and Patent Appeals.",3
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,"I've been married for 27 years now to a wonderful man, Gene, and we have an intelligent 19 year old son, Cory Lody, who is majoring in Computer Science, and works the Computer Help Desk, at Trinity Christian College in Palos Heights, IL.",5
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"The Arab League Educational, Cultural and Scientific Organization (ALECSO) is a Tunis-based institution of the Arab League, established in accordance with article 3 of the Arab Cultural Unity Charter by an announcement made in Cairo, Egypt, on 25 July 1970.",7
9,EDUCATED_AT,Describes the relationship between a person and the institution where she/he studied.,He is serving as a Professor of the Department of Botany at the University of Dhaka.,5
14,DATE_OF_DEATH,Describes the date of death of a person.,"Badr bin Saif, or Bedr bin Seif (died 1806) was a member of the Al Said dynasty of Oman.",4
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"I packed everything up and moved over a thousand miles to the north, back to Vermont where I grew up.",10
3,EMPLOYEE_OR_MEMBER_OF,Describes the previous/current employer of a person.,"A professor at the University of Chicago, he has made contributions as an economist and as a political scientist.",6
14,DATE_OF_DEATH,Describes the date of death of a person.,"He died at his Ojai, California home on July 25, 2014 from natural causes.",4
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Based in Beaumont, the South East Texas Regional Planning Commission is a member of the Texas Association of Regional Councils.",8
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"She married John Phillips (of The Mamas & the Papas) on 31 January 1972, and they had two children, Tamerlane Phillips and Bijou Phillips.",1
10,NATIONALITY,Describes he country of a person's citizenship or country in which the person is deemed a national.,"Q-Dance is a Dutch company that organizes events and festivals that focuses on the harder styles of dance music-mainly Hardstyle, Hardcore, and Hard Trance.",9
12,PLACE_OF_BIRTH,Describes the relationship between a person and the location where she/he was born.,"James Carl Dale (born December 7, 1972) is an American former Major League Baseball player.",10
14,DATE_OF_DEATH,Describes the date of death of a person.,"Sir Peter George Arthur Wakefield CMG KBE (born 13 May 1922, in London, died 1 December 2010 in Richmond, London) was a British diplomat and art fund director.",4
4,CEO,Describes the relationship between an organization and its CEO.,"He is the current designate Managing Director and Chief Executive Officer of CfC Stanbic Bank Limited, a Kenyan financial institution, with total assets valued at approximately US$2 billion (KES:180.51 billion), as of December 2013.",0
15,DATE_OF_BIRTH,Describes the date of birth of a person.,"Pinocchio is a direct-to-video 49-minute animated film originally released on May 11, 1992.",3
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,"She is also an active member of the American Political Science Association, the past chair of the Law and Courts section of the APSA, the past president of the Women's Caucus for Political Science, Southern Political Science Association and the National Capital Area Political Science Association.",12
11,PLACE_OF_RESIDENCE,Describes the relationship between a person and the location where she/he lives/lived.,"The 2000 Michigan State Spartans football team represented Michigan State University in the 2000 college football season.The Spartans played their home games at Spartan Stadium in East Lansing, Michigan.",11
34,CHILD_OF,Describes the relationship between a person and his/her parent.,"He worked with his father, Edwin L. Stohlman, and his brother, Ed Jr there until launching a new VW store in 1971.",1
45,POLITICAL_AFFILIATION,Describes the relationship between a person and her/his political affiliation.,he was a member of the English Law Amendment Society and the Scottish Society for promoting the Amendment of the Law.,12
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Tomaso Armando Poggio (born September 11, 1947 in Genoa, Italy), is the Eugene McDermott professor in the Department of Brain and Cognitive Sciences, an investigator at the McGovern Institute for Brain Research, a member of the MIT Computer Science and Artificial Intelligence Laboratory (CSAIL) and director of both the Center for Biological and Computational Learning at MIT and the Center for Brains, Minds, and Machines, a multi-institutional collaboration headquartered at the McGovern Institute since 2013.",8
2,FOUNDED_BY,Describes the relationship between an organization and its founder or co-founder.,"RNL was created in January 2013 by Dawn Williams, CAP-OM, MOS to encourage Administrative Assistants i.e. Switchboard, Receptionists, Clerks, Secretaries, PAs and Office Managers, in Africa and the East to enhance their careers by doing continuous learning and striving to be professional.",7
4,CEO,Describes the relationship between an organization and its CEO.,"Joel Garcia is the founder of several early stage companies that utilizes his previous engineering and technology experience from companies such as Hughes, Qualcomm, Nokia and Northrop Grumman in his current entrepreneurial work.",0
6,HEADQUARTERS,Describes the specific location where an organization's headquarters is or has been situated.,"Headquartered in Paris, France, the company has grown its revenues by more than 250% in the last 4 years by investing in its people, the environment they work in and developing the analytical and operating capability to deliver a transformational outsourcing proposition that addresses the challenges of an omni-channel world.",8
